4096,440599683
4096,466968667
16,11759
16,18279
16,16954
16,17127
16,16542
16,15617
16,18972
16,18044
16,16055
16,19027
32,48987
32,37086
32,48101
32,53586
32,46989
32,20185
32,40694
32,45273
32,50337
32,47052
64,125309
64,92662
64,98879
64,81110
64,94023
64,95647
64,88797
64,76330
64,97202
64,93346
128,307617
128,345982
128,309792
128,287143
128,287148
128,315823
128,299246
128,301890
128,310435
128,294915
256,1142446
256,1238611
256,1235651
256,1108965
256,1121971
256,1267216
256,1192536
256,1129609
256,1205789
256,1098509
512,5585761
512,5598754
512,5595429
512,5590545
512,5790605
512,5788614
512,5415507
512,5769806
512,5507461
512,5545841
1024,25129300
1024,26228410
1024,25604891
1024,26447266
1024,25751034
1024,25814572
1024,26157750
1024,26410928
1024,25096794
1024,25777678
2048,172493149
2048,107598519
2048,109346422
2048,107012180
2048,109933931
2048,108284419
2048,119341152
2048,106881637
2048,109521777
2048,113332370
4096,433974141
4096,426405566
4096,440728898
4096,437532673
4096,437152474
4096,433318010
4096,439469243
4096,432328041
4096,440342965
4096,442385923
8192,1774986731
8192,1759869646
8192,1755011558
8192,1734223760
8192,1738878206
8192,1811291964
8192,1764755295
8192,1759502425
8192,1747833146
8192,1782481283
16384,6779479472
16384,6652530241
16384,6641929325
16384,6832322920
16384,6713372824
16384,6694961308
16384,6873999939
16384,6852527858
16384,6668942249
16384,6948604123
32768,26237735246
32768,26344534082
32768,26351363134
32768,26347875871
32768,26333630166
32768,26239333640
32768,26298375349
32768,26313491422
32768,26398776299
32768,26273216594
65536,104849219326
65536,171324117924
65536,105270656641
65536,104970344573
65536,162779898895
65536,105058938909
65536,156974492931
65536,105260652095
65536,105859817175
